지역,구분,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10
부산,비슷함,40.51078836,28.35154897,43.63300648,39.35730949,50.45064941,40.77796635,37.41519753,40.99661221,46.5177346,55.51875633,57.25659103,61.39844122,64.25995449,57.76256737,56.71463566,47.433238,42.974021,42.355103,39.062956,33.499951,26.667958,17.942378,17.459586,12.870106,9.869541,6.952285751,7.628446233,8.75371844,7.24892206,8.64600938,10.54342462,9.14247088,13.52594135,11.66653603,8.84337285,10.38265117,10.53885015,7.42802076,6.58786368,8.04790231,8.52841628,8.40520915,10.23406394,8.540743,11.24378195,7.65516803,11.9440581,12.85965696,13.48077414,11.43869587,10.78856731,12.55432782,8.96009396,10.77767051,9.78461416,9.69678026,10.21730954,14.39606932,13.42952886,13.55471129,16.83406133
부산,매도자많음,48.45550648,37.39893539,33.49773949,54.46807396,43.97446221,53.92301856,56.2637155,48.78197886,38.37996636,29.56031268,20.56320669,21.72088496,23.25794625,37.02918041,39.79192189,50.467284,53.420238,54.945728,58.084238,64.4698,71.998224,79.226118,81.323441,85.816821,89.763051,91.11983501,90.64162728,89.88850868,91.642982,89.89667483,87.90759118,89.16147416,84.86314263,86.4694573,90.11867105,87.71664273,88.09870085,91.1518638,92.70677246,90.17209763,89.77056493,90.62914311,88.27377473,89.75881548,87.86051461,89.85148585,86.32267267,86.29464834,84.78607198,86.43399683,88.07230207,85.86919682,90.26032847,88.46481782,88.8087615,89.32010562,87.03106065,83.82356071,84.68622366,84.42698206,79.96592418
부산,매수우위지수,62.57819868,96.85058024,89.37151455,51.70654259,61.60042616,51.37599654,50.05737148,61.43943006,76.72233268,85.36061831,101.6169956,95.15978886,89.224153,68.17907182,63.70152057,51.632194,50.185503,47.75344,44.768567,37.560448,29.335594,23.605387,19.893533,15.496252,10.604357,10.80804423,11.08829921,11.4692642,9.46511394,11.56064096,13.64139303,12.5345808,16.74777339,15.39454937,10.91928506,14.18406338,13.26374814,10.26825164,7.9985914,11.60790243,11.93045385,10.33650463,13.2183866,11.94162603,13.03518884,12.64186028,15.41059656,14.55104636,16.94708191,15.69331047,13.06682855,15.70727853,10.5192491,12.29269386,12.59786284,11.66300849,15.72056917,17.95680925,17.19802381,17.59132459,23.23409031
대구,매수자많음,20.41683121,44.85804233,40.79486476,13.27125623,11.10012703,5.81727066,7.04404532,4.476686121,4.209995447,4.542050891,3.912292884,3.089718836,1.367368915,1.413372307,0,0.931984,0.981278,1.412038,3.948723,1.515801,0.507375,1.075779,0.541565,0,1.113183,2.759992942,1.138958344,1.31416917,2.25614327,2.70210083,1.4025352,2.63887826,1.53179874,1.39685153,2.29482685,2.24441977,1.18944335,0.60267175,0.44230081,1.57391101,0.58671072,0.68807895,1.75141237,1.5284765,1.46009546,1.59144263,2.77217335,2.75071521,2.90707745,1.46666655,1.03892082,1.40462692,0.95977584,1.37519918,2.82118318,2.08656873,2.83754065,2.37956336,1.58039416,2.02638224,2.61693581
대구,비슷함,40.54871244,39.69291838,47.22210112,71.22004522,69.47153362,62.31606115,55.05166354,49.59585886,54.84964578,46.4517607,45.76926526,39.38157967,41.82469049,33.08161836,29.55098323,25.795121,21.02814,23.988504,22.520633,17.70173,16.828725,14.225016,12.044137,7.847751,9.169828,6.260499248,4.128520773,5.2365955,6.39939599,6.79222652,6.21836456,7.9757951,12.12661123,10.18252568,12.50939331,11.72935871,9.92795863,11.50516859,6.57949926,5.04272618,5.63905643,5.9183065,8.30887708,7.85540063,8.37694545,10.85097945,10.85279582,13.95995108,8.74508987,12.26109853,9.95190204,10.59947175,8.87647058,9.66622586,8.02740232,6.36908961,9.64881104,14.96614444,16.55532031,13.10853075,14.11180834
대구,매도자많음,39.03445636,15.44903929,11.98303412,15.50869855,19.42833935,31.86666819,37.90429114,45.92745502,40.94035877,49.00618841,50.31844185,57.52870149,56.8079406,65.50500933,70.44901677,73.272895,77.990582,74.599458,73.530643,80.782469,82.6639,84.699206,87.414298,92.152249,89.716988,90.97950781,94.73252088,93.44923533,91.34446074,90.50567266,92.37910024,89.38532664,86.34159002,88.42062279,85.19577984,86.02622152,88.88259802,87.89215966,92.97819993,93.38336281,93.77423285,93.39361454,89.93971055,90.61612287,90.16295909,87.55757792,86.37503083,83.28933371,88.34783268,86.27223493,89.00917715,87.99590134,90.16375358,88.95857497,89.1514145,91.54434166,87.51364831,82.6542922,81.86428553,84.865087,83.27125585
대구,매수우위지수,81.38237485,129.409003,128.8118306,97.76255768,91.67178768,73.95060247,69.13975418,58.5492311,63.26963667,55.53586248,53.59385103,45.56101734,44.55942832,35.90836298,29.55098323,27.659089,22.990695,26.81258,30.41808,20.733332,17.843474,16.376573,13.127267,7.847751,11.396195,11.78048513,6.40643746,7.86493383,10.91168254,12.19642817,9.02343496,13.25355162,15.19020872,12.97622874,17.09904701,16.21819826,12.30684533,12.71051208,7.46410088,8.19054821,6.81247787,7.29446441,11.81170182,10.91235363,11.29713637,14.03386471,16.39714252,19.4613815,14.55924478,15.19443162,12.02974367,13.40872558,10.79602226,12.41662421,13.66976867,10.54222707,15.32389234,19.72527116,19.71610863,17.16129524,19.34567996
인천,매수자많음,5.314080887,11.13925641,21.00410978,22.10699265,29.46041124,34.1487339,29.09177256,37.27296531,33.36779758,21.04571434,48.31674189,32.23167477,25.78878654,6.071053661,5.460224491,0.861176,2.004511,2.738768,1.741679,0.891235,0.633849,0.941639,0.383131,1.783342,1.532524,1.503288998,3.924265724,2.44473006,2.70513381,3.32969345,1.98286437,3.37614633,2.1446138,1.87428762,3.4763377,4.54616756,2.14003119,1.50739982,1.35812144,2.18836164,1.93877665,2.21973488,1.70040718,2.74401175,2.87323416,5.26181842,4.6325426,4.28790019,3.1611121,2.39542537,1.4229127,1.42960056,1.36361223,1.85310042,2.09097822,0.9581265,2.8963709,1.83253956,2.47730057,1.93361037,2.43653781
인천,비슷함,48.56533491,46.94222919,43.31823444,53.25712243,52.17621002,50.89186285,57.57244358,48.3190813,55.27269568,63.99722187,42.49955387,58.35303065,61.84062406,68.47784225,46.13695087,39.77361,38.144657,35.057363,33.512707,24.438744,23.381456,16.114814,20.923332,16.32349,7.527827,8.033459111,8.673883312,7.6895046,10.84737512,12.85184447,13.28224189,18.18088719,17.48152064,21.5579555,23.07918981,25.67529064,23.0563104,22.78355048,18.04635553,21.23591857,14.02520797,20.81065754,21.4281657,23.42230482,25.42686676,32.55681993,32.81239968,34.31080242,30.32262748,27.56005992,24.15468359,18.88816806,18.92215362,21.7219295,20.27029725,24.71554437,27.07123267,26.19978444,27.91678873,24.46288048,25.50996068
인천,매도자많음,46.1205842,41.91851441,35.67765578,24.63588492,18.36337874,14.95940324,13.33578386,14.40795338,11.35950673,14.9570638,9.183704239,9.415294577,12.37058941,25.45110409,48.40282464,59.365214,59.850832,62.203869,64.745614,74.670021,75.984695,82.943547,78.693537,81.893168,90.93965,90.46325189,87.40185096,89.86576534,86.44749106,83.81846208,84.73489374,78.44296648,80.37386556,76.56775688,73.44447248,69.7785418,74.8036584,75.7090497,80.59552303,76.57571979,84.03601538,76.96960758,76.87142713,73.83368343,71.69989908,62.18136165,62.55505772,61.40129739,66.51626042,70.04451472,74.42240371,79.68223138,79.71423416,76.42497007,77.63872453,74.32632913,70.03239642,71.967676,69.6059107,73.60350916,72.05350151
