지역명,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10
곡성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.1781036,98.85880139,98.85880139,98.85880139,98.85880139,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.07664943,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198,95.13798198
구례군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,94.07870744,99.06518137,99.06518137,99.06518137,99.06518137,99.06518137,99.06518137,99.06518137,99.06518137
고흥군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,105.6648,105.6648,105.6648,105.6648,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,106.5565701,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,105.7870851,101.9384366,101.9384366,101.9384366,102.8152235,102.9930429,102.9930429,102.9930429,102.9930429,102.9930429,103.6819334,105.8960038,107.0953408
보성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.0296188,105.1608953,106.2457073,108.6838167,110.505555,110.505555,110.505555,110.505555,110.9165821,111.0019632,111.0019632,111.0232944,111.1644711,111.1644711,111.6456274,112.2172327,113.6530245,114.5415015,115.5828945,116.3827794,116.9054965,116.8140987,116.8140987,117.0309929,117.5835022,117.3487391,117.2390437,117.2403394,117.3222019,117.4466632,117.9020152,117.9020152,118.6352462,119.1144583,119.2530037,119.4523261
화순군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.5871813,104.5871813,104.6153856,104.6153856,104.6153856,104.7544432,104.7544432,104.7483713,104.5855946,104.6122704,104.6122704,104.6122704,104.6894167,104.6894167,104.6946618,105.0490772,105.5329784,105.8313778,105.8596935,105.8596935,106.2556816,106.4907238,106.5640003,106.7045089,106.9506074,107.1958623,107.2916973,107.2916973,107.3720462,107.3879047,107.555291,107.5882655,107.5106128,108.0205262,107.8839048,107.8839048
장흥군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.4600627,102.4600627,102.4600627,102.4600627,102.4600627,102.4600627,102.4600627,101.7399675,101.7399675,101.7399675,101.7399675,101.7399675,101.7399675,101.7399675,101.7399675,101.7399675,102.060756,101.8001552,101.5338799,101.5338799,101.5338799,101.8329679,101.8329679,101.8103342,101.6015773,101.4514032,100.8933385,100.8933385,99.33204712,98.79381916,98.79381916,98.5959817,98.5959817,98.05174944,98.05174944,98.05174944
강진군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,103.1127393,104.4414245,104.6584163,104.8183756,104.7063103,104.9274541,104.9274541,106.1129882,106.2202413,106.2202413,107.8459657,108.0520048,108.0520048,108.0520048,108.0520048,108.0520048,108.0520048,107.7790359,107.6866259,108.0015901,107.8256414,108.812145
해남군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,108.3204045,108.3204045,108.43553,108.9626334,108.9626334,109.0434078,109.3736422,109.3736422,109.8764416,109.8764416,109.970516,110.1112264,110.4325626,110.4325626,110.4325626,110.6418664,110.767571,111.207901,111.4153017,111.5242365,111.732674,112.9896377,113.5530858,113.9124246,114.1277426,114.0724369,114.0724369,114.0724369,114.0900072,114.0900072,114.6237091,114.6237091,114.7519724,115.0333899,115.5194637,115.5194637
영암군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,96.26480643,96.26480643,96.26480643,96.26480643,96.26480643,96.26480643,96.26480643,96.26480643,97.19265843,97.96859436,97.96859436,97.96859436,97.96859436,97.96859436,98.22383748,98.34947911,98.51571354,103.9599175,104.5262731,105.3447055,105.6224179,106.5840122,109.7700106,109.7700106,110.0289601,110.0289601,110.0289601,110.0700012,109.9248148,110.0618762,110.1437571,110.1437571,110.1437571,110.1437571,110.0722824,110.0722824
무안군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.1519922,101.663967,101.1141834,99.32592138,99.11530064,97.7159083,97.32295238,96.96853734,96.7744509,96.29774034,95.82768339,95.75752576,95.58310273,95.25661296,95.05119259,95.01531504,94.4597528,93.96155523,92.90889147,92.32736842,91.50173927,91.07186847,90.86593892,90.7657118,90.71648335,90.69813326,90.59930204,90.59930204,90.6149438,90.6169015,90.6169015,90.6169015,90.42013041,90.39592696,90.73119172,90.72784956
함평군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.22834,100.8521369,100.8521369,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397,102.2628397
영광군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.3196035,100.6960745,100.6960745,100.6960745,100.5936022,100.5936022,100.5936022,100.5936022,100.5936022,100.5936022,100.3832989,100.3832989,100.3832989,100.3832989,100.3832989,100.3832989,100.7291434,100.7960454,100.9232124,101.3691761,101.666537,102.0970416,102.3542653,102.3542653,102.5651588,102.3338988,101.9512015,101.9512015,101.3241864,101.3241864,100.7507917,100.7507917,100.719309,100.6244384,100.0853017,99.77338603
장성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.1021734,103.609817,103.609817,102.8976774,102.8976774,103.0581309,103.0581309,104.8951473,105.7296242,105.7181206,105.7181206,105.7181206,105.7181206,105.7181206,105.7181206,105.7181206,104.9318414,104.6729782,104.6729782
완도군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,106.8793921,107.2429088,107.005013,106.5942745,107.1550347,106.0202537,106.0202537,106.0202537,106.0202537,106.0202537,105.3198928,105.0395693,105.0395693,105.0395693,105.0395693,105.0395693,103.323303,103.323303,103.323303,103.323303,103.323303,103.323303,103.323303,103.323303,103.323303
진도군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,114.1328496,114.1328496,114.1328496,114.1328496,114.1328496,114.1328496,114.1328496,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,111.2542074,117.021124,117.021124,117.021124,117.5664228,117.5664228,117.5664228,118.3788443,119.4512784,119.4512784,119.4512784,119.4512784,119.4512784,119.4512784,119.4512784,119.4512784,119.8011555,123.991339,126.039244
경북,86.223948,86.970522,88.443046,89.781283,90.657066,91.377704,92.509414,93.311559,94.364907,95.156786,95.782947,97.01136,97.802307,99.20377,99.663231,100,100.2442726,100.4666124,100.840061,101.1356851,101.3659971,101.6081676,101.7257338,101.7287394,101.6611853,101.2034693,100.5128771,99.78111533,99.36975136,99.05117109,98.45935955,98.05728703,97.85458139,97.6500955,97.50481698,97.43152788,97.50632549,97.51392326,97.51076979,97.36835742,97.26913139,97.20100813,97.06197624,96.94328846,96.83667611,96.68370018,96.56634631,96.47825459,96.43153158,96.35957293,96.05564142,95.80285934,95.53829839,95.31052217,95.18087992,95.10005312,94.92804931,94.83601253,94.67119829,94.61348497,94.63698334
포항시,83.88315,85.463819,88.349768,90.283569,91.110926,91.94475,93.092304,93.499551,94.59184,95.492383,96.102826,97.456667,98.684613,99.612046,99.663808,100,100.1410972,100.2291842,100.3692372,100.4262237,100.2262444,100.3853335,100.3652882,100.308486,100.1526438,99.51976681,98.51124234,97.59688679,97.21654017,96.82148701,96.03436171,95.33279073,94.97565658,94.54891105,94.22453054,93.94813378,94.09066474,94.04105636,93.90707423,93.80026601,93.71472436,93.58327275,93.34112721,93.20180236,93.01373658,92.6785541,92.39515422,92.17407978,92.04156447,91.85070946,91.41325244,91.15043255,90.80699965,90.46509688,90.23302767,90.03135597,89.77098097,89.59793588,89.30240126,88.92778558,88.85983347
포항시 남구,87.548438,88.660601,91.267216,92.631782,93.14837,93.657771,93.980522,94.09735,94.900664,95.966131,96.257725,97.687309,99.148589,99.698359,99.821293,100,100.0764471,100.0023848,99.85388633,99.58567577,99.22404886,99.22744677,99.18825204,99.20260521,99.02614922,98.56285003,97.48998711,96.62134537,96.45061057,95.99479688,95.67108236,94.85076543,94.7168578,94.33068828,94.02125315,93.76352025,94.33919405,94.68011571,94.68971814,94.64376813,94.63772576,94.63368383,94.50670813,94.44055141,94.44338334,94.41090241,94.30392694,94.15826652,94.10450909,93.99310729,93.85239117,93.7267495,93.61591867,93.48085691,93.31930027,93.20447173,92.9197122,92.85580522,92.51724498,92.23909907,92.20695989
포항시 북구,82.044683,83.86035,86.88641,89.105733,90.088968,91.085519,92.646784,93.199702,94.436937,95.254756,96.025131,97.34098,98.451888,99.568752,99.584815,100,100.173525,100.3429441,100.6277313,100.8478328,100.7289341,100.9661161,100.9556758,100.863183,100.7176804,99.9949996,99.02166842,98.08228985,97.58899167,97.22671871,96.19067728,95.5528573,95.07628011,94.62799423,94.2957546,94.00950034,93.92123748,93.66526464,93.45581091,93.31709947,93.18917571,92.98858875,92.68480095,92.50544365,92.21312905,91.71727291,91.34120215,91.08099352,90.90759871,90.67558179,90.08466429,89.75126726,89.28949317,88.84367667,88.57644998,88.33142657,88.08357729,87.85827191,87.58400741,87.1636051,87.07855514
경주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.1166764,101.330003,100.9881026,100.8006429,100.7354853,100.5384486,100.2048988,99.96043464,99.42203164,98.90157538,98.66257997,98.66860574,98.65373985,98.59988772,98.41633226,98.42900014,98.39507819,98.34059293,97.89471866,97.76001931,97.74347696,97.79035181,97.66692318,97.73892759,97.68279491,97.40661383,97.19458437,96.74983466,96.54789072,96.39719531,96.27834424,96.05348728,95.92152221,95.31676054,95.0529869,95.14463578
김천시,86.555433,86.720838,87.295122,87.787932,88.829282,89.743342,91.432682,92.207048,93.560569,94.606353,95.396439,97.146725,97.702484,99.287854,99.526939,100,100.3795624,100.8487268,101.1881212,101.825808,102.2160309,102.2331013,102.5470917,102.8767835,103.1860093,103.1314277,102.5525412,101.3809828,101.1220839,101.0127892,100.7904036,100.7422883,100.4879162,100.3833919,100.5776781,100.9010921,101.0691014,101.2890698,101.4710091,101.715821,101.8638633,101.9626107,102.3288331,102.5073693,102.5654368,102.6941587,102.874012,103.0891202,103.1165078,103.1638124,103.2253349,103.2088794,103.1824395,103.1231274,103.1175755,103.1175755,103.4441062,103.6630801,103.7432267,103.8781957,103.96239
안동시,88.153889,88.106568,88.99947,89.694524,89.800009,90.324998,90.820363,91.713697,92.77387,93.770549,94.330379,95.914867,96.85211,98.308011,99.598499,100,100.2585898,100.5414427,101.5733759,102.3950514,103.4351403,104.216874,104.3048299,104.3048299,104.3199566,104.2180991,104.0633172,103.4677009,103.1001364,102.5098145,102.1073882,101.4683515,101.1401392,101.1312715,101.1018969,101.1680273,101.5517464,101.6789791,102.280274,102.2716309,102.3959023,103.0671623,103.6531247,103.9996441,104.2605268,104.3217237,104.4396005,104.6815941,104.8403472,104.7870378,104.7312977,104.6900941,104.7153757,104.5917095,104.6770825,104.8704767,105.318481,105.5806189,105.8949724,106.4220177,106.5291599
구미시,84.514114,84.761419,85.480023,86.921222,88.273579,89.00162,90.52931,91.781627,93.182566,94.0719,94.802334,96.15641,96.752407,98.95881,99.762184,100,100.3755861,100.7499643,101.3265618,101.7146226,102.2471575,102.6153565,102.9071475,102.9003152,102.8350419,102.1663896,100.978187,99.69620963,98.83914197,98.16081894,97.11138973,96.71286445,96.5735612,96.50648539,96.3703582,96.33334137,96.3680868,96.22603264,96.06619253,95.8053732,95.51633811,95.12996617,94.90280612,94.61786107,94.41635456,94.22368175,93.98316312,93.78552492,93.62614366,93.38906343,92.9175321,92.55457111,92.13256726,91.81437695,91.45703624,91.20120071,90.75944748,90.5212894,90.32686475,90.21630526,90.18287858
영주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,104.3717926,104.4486232,104.7606941,105.1488548,105.723761,105.9312275,106.34516,106.9586597,107.8468833,108.6625168,109.0193296,109.706961,111.477872,113.1825458,113.2599375,113.5257882,114.9844668,115.7534557,116.3491467,116.8012308,117.0834517,117.7803352,118.2944483,118.6316926,119.2673279,119.6981407,120.3300591,120.5074756,121.4653776,122.6868574,124.7226362,125.2747674,125.5171312,125.5406963,126.1519157,126.709547
영천시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.8184842,102.0184764,102.0133351,102.3273157,102.6926787,102.9599581,103.4053078,103.6880384,103.7857702,103.8334238,103.9772675,104.0404677,104.2266844,104.7470157,105.512616,105.8299148,106.0952043,106.554444,106.8808655,106.9030483,106.841548,106.9267973,107.2910137,107.3705959,107.5609876,107.9905558,107.9315276,107.9383608,107.9922742,107.9312065,107.9353125,108.176785,108.418308,108.6551131,108.9527387,109.0139921
상주시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,101.1620686,101.1919292,101.24512,101.3225167,101.567808,101.8345926,102.2020458,102.5979836,102.7537682,102.9218101,103.0426228,103.1742109,104.020795,104.3641515,104.6776718,104.8345647,105.1361349,106.2290595,106.5072674,107.7536191,108.4161771,108.8719016,109.6636721,111.7842875,114.5176787,114.929754,115.7118917,116.8375721,118.1205838,121.2162501,121.9370407,123.1883749,123.3776575,124.1158848,126.6777301,128.1023429
문경시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.5948883,104.1005591,104.1005591,104.2019876,104.2019876,104.6621501,104.868858,104.879918,104.879918,105.0180017,105.3795446,105.3795446,105.3992175,105.5376148,106.3790221,107.593754,108.7242533,109.10668,109.8060267,110.0570506,110.0570506,110.1159254,110.4152138,110.6431351,112.4659451,113.4578325,113.7540135,113.8454348,114.8027957,115.2681591,115.8374556,116.3368974,116.479612,117.4748075,117.9084901,118.5784644
경산시,92.202131,92.847455,93.611423,94.327134,94.807992,95.330382,95.8727,96.620785,96.921588,97.168599,97.622052,98.058317,98.401414,99.250642,99.582491,100,100.1584175,100.2535887,100.4244387,100.62641,100.7038784,100.7256945,100.7467449,100.751421,100.6584925,100.2264001,99.77555037,99.42316168,99.21548345,99.09196675,98.60335387,98.25294749,98.00081065,97.76675977,97.54988263,97.31505183,97.1178122,96.8268439,96.43616351,95.84120031,95.35133249,94.9749673,94.08813508,93.70746198,93.30664385,93.00372948,92.75168214,92.52826468,92.27329842,92.02509214,91.37430731,90.79731495,90.47138056,89.98199846,89.66762485,89.44800628,89.10612052,89.01936432,88.86606944,88.84713763,88.78305794
의성군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,116.5014166,117.7350574,117.7350574,117.7350574,117.7350574,117.9972238,117.9972238,117.9972238,117.9972238,117.9972238,119.2409054,120.1512725,120.1512725,120.1512725,120.1512725,120.1512725,120.1512725,120.1512725,120.1512725,120.1512725,123.8259027,123.8259027,123.8259027,123.8259027,123.8259027,127.3548346,127.3548346,127.3548346,127.3548346,128.4600423,128.4600423,128.4600423,128.4600423,128.4600423,128.4600423,128.4600423
영덕군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,111.6465363,111.6465363,111.6465363,111.6465363,105.9258047,105.9258047,105.9258047,105.9258047,105.9258047,105.9258047,105.9258047,105.9258047,106.5212017,106.5212017,106.5212017,106.5212017,106.5212017,106.5212017,106.5212017,106.5212017,102.4234263,102.4234263,102.4234263,102.4234263,102.4234263,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711,98.32272711
청도군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,107.7542491,108.5054908,108.3157456,107.7369342,107.7251134,109.21659,109.3094189,109.3336856,109.4184911,109.4305427,111.0740051,112.6393044,113.3311016,113.3687012,113.3687012,113.3687012,114.0219762,114.115537,114.2372348,113.005448,113.2930751,113.8106688,113.8106688,113.8106688,113.8106688,113.9028962,113.9028962,113.9028962,113.9028962,114.1578784,114.1578784,114.1578784,114.4341259,114.4341259,114.4341259,114.4341259
고령군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.6687557,103.6687557,103.6687557,103.6687557,104.7716856,104.7716856,104.7716856,104.7716856,104.7716856,104.7716856,104.7716856,104.3438823,104.3438823,104.3438823,102.6055844,101.4188253,101.4188253,100.4295288,100.4295288,100.4295288,100.0402404,100.0402404,99.34078386,99.34078386,98.93879883,97.51225893,97.51225893,97.51225893,95.03479553,95.03479553,94.24464527,94.2575157,93.0541984,91.96522912,91.59898319,91.59898319
성주군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,102.8148927,102.2090207,102.2090207,100.8878942,100.8878942,100.8878942,100.8878942,100.2631911,100.2631911,100.2631911,100.2631911,100.2631911,98.4940592,98.07148092,97.52042037,97.52042037,97.18490487,96.22289306,96.53878371,96.53878371,96.53878371,96.53878371,96.53878371,96.53878371,96.53878371,96.53878371,96.53878371,96.66089199,96.90134194,96.90134194,96.90134194,96.90134194,96.90134194,96.90134194,96.90134194,96.90134194
칠곡군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.7739171,104.0256064,103.9453823,103.7234393,103.2462243,103.0622695,102.3027183,101.8183158,101.3386426,101.3556756,101.3857515,101.3619707,101.3511922,101.5373248,101.6259471,101.6259471,101.4317531,101.4317531,101.4512458,101.366218,101.2957387,101.2957387,101.1550002,101.0701513,100.8318829,101.0476827,100.8376572,100.8084863,100.726704,100.5876478,100.7801488,100.5221467,100.4417655,100.1088365,99.8707634,99.8707634
예천군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,97.4345633,96.01385607,93.89497376,91.39866111,90.80941761,88.36982841,87.69181212,87.77695416,87.75530603,88.17839293,88.97078676,89.40761346,90.14885779,90.6941403,90.6941403,91.72185444,92.64528839,93.27267768,93.82136674,94.43405219,94.56325147,94.62560646,94.71120694,94.71120694,94.71120694,94.74573658,94.54656053,93.94219026,93.94219026,93.81473087,93.81473087,93.81473087,93.81473087,94.03369082,94.1318005,94.1318005
봉화군,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,100.329215,100.329215,100.329215,100.329215,100.329215,100.329215,100.329215,100.329215,100.329215,100.329215,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,98.79356402,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,99.78590998,102.2623841,102.2623841,102.2623841,102.2623841
경남,86.083669,86.965211,88.376141,89.497732,90.180581,90.829482,91.363207,91.952646,92.726857,93.3687,94.53461,95.795598,96.734165,98.493899,99.305347,100,100.4799167,100.9503109,101.4275593,102.0184058,102.4084965,102.5475053,102.4897916,102.3914896,102.124279,101.3773572,100.4964211,99.39838139,98.64069782,97.913897,97.07873302,96.39249901,96.14356337,96.0070857,95.97587732,95.87918196,95.85990221,95.8717024,95.75061416,95.60655946,95.52783794,95.25406064,94.6572563,94.50689197,94.35556914,94.18414772,94.07878908,93.99582222,93.92864719,93.86823372,93.69479554,93.35987984,93.08385434,92.84362967,92.57514336,92.28943753,92.1322381,92.05821842,91.99510653,91.96322499,91.96756258
창원시,85.287528,86.733806,88.264411,89.340761,89.839665,90.146892,90.299233,90.515345,91.06611,91.63094,92.498631,93.431351,94.722847,97.324891,98.748354,100,100.5266973,101.1529298,101.8558472,102.7350089,103.1592223,103.3975321,103.4233971,103.4736076,103.2371249,102.4719844,101.3376786,99.54479066,98.50712353,97.70762184,97.0739469,96.44779597,96.27119438,96.20179964,96.13390543,96.04603151,96.09010946,96.32816877,96.35505996,96.2772614,96.20455258,95.98565929,95.68191072,95.60288855,95.45312056,95.29569413,95.19863002,95.10798023,95.00145374,94.89417071,94.6949013,94.42835508,94.20806046,94.07527842,93.76807616,93.60022839,93.50601124,93.48357187,93.4983338,93.59722593,93.68800078
창원시 의창구,87.93161,90.591018,92.661325,93.576951,93.837746,93.651065,93.743649,93.975435,94.228712,94.581616,94.760765,95.153546,95.863357,97.55849,98.24281,100,100.4780251,100.7092113,100.8086355,101.0364154,101.4666556,101.6012885,101.6893432,101.7265304,101.4028615,100.7387092,99.16609203,97.3665001,96.62606232,96.33772803,96.27815704,95.54180572,95.50561667,95.58661696,95.32799171,95.27319977,95.56228552,96.12349646,96.06876803,95.90584841,95.70354459,95.22240133,95.05264386,94.99277002,94.89778195,94.71633179,94.58267422,94.4788778,94.42391252,94.40937778,94.14994693,94.06267358,93.93467974,93.75316505,93.40399171,93.34286907,93.13072777,93.0150327,92.80008091,92.81225965,92.9691516
창원시 성산구,81.526116,84.185952,86.728374,88.332002,88.481156,88.474221,88.533369,88.59382,89.197082,89.981534,91.373097,92.425026,94.11208,97.41728,99.116695,100,100.29948,100.7531008,101.1575146,101.8612976,102.1579075,102.0520298,101.9376877,101.8601037,101.4167739,100.1622375,98.30320865,95.60377836,93.63589414,92.25266397,91.25989201,90.51765267,90.50190108,90.59982143,90.75859512,90.98922818,91.07003647,91.35285915,91.41852561,91.39840806,91.34577391,91.10872492,90.81818754,90.70760897,90.43597254,90.297374,90.2838712,90.21801235,90.12100776,89.92067545,89.67809494,89.2413586,89.0618989,88.98217436,88.63717203,88.39952395,88.36131175,88.46377701,88.67702861,89.06246304,89.26651543
창원시 마산합포구,86.198487,86.063353,86.114346,86.173089,86.387494,86.575572,86.959045,87.32097,87.929783,88.365178,88.969206,90.295159,91.917648,95.757883,97.510422,100,100.8614251,102.4770365,104.0478601,105.6130884,105.9934189,106.5900435,106.6878557,106.7819964,106.7496074,105.7316001,105.202112,103.77263,103.1898652,102.0435129,101.1873857,100.546458,100.150341,99.78650964,99.55626443,99.18688696,99.09775885,99.22738121,99.36617158,99.18522383,99.14532515,99.10145356,98.33911991,98.25571899,98.22599598,98.06527397,97.93964941,97.79499694,97.69114781,97.50839884,97.33417202,97.16439796,96.92275053,96.7516529,96.4057236,96.3194271,96.21367316,96.15107588,96.14505389,95.9902491,95.98364008
창원시 마산회원구,89.40194,89.205055,88.907328,89.528437,89.907117,90.635195,90.667314,91.185392,91.552688,92.431082,93.046339,94.14661,95.429495,96.980201,98.885108,100,100.8907511,101.7854181,102.5739618,103.4611824,104.0663928,104.7452926,104.8329717,105.0715193,104.8010346,104.6451328,103.9566361,102.7611171,102.1122922,101.7455404,101.5544737,101.2169179,101.1185223,100.9406476,100.8438242,100.4578607,100.5689298,100.9659613,100.9993613,100.8700352,100.8358406,100.7963753,100.6617413,100.6211812,100.5819164,100.4226777,100.3616128,100.2571754,100.1402,100.1100794,99.98856859,99.85244297,99.46126013,99.33360371,99.10680792,98.94205474,98.87780473,98.77312342,98.65418471,98.62598572,98.6281339
창원시 진해구,85.625656,86.47706,88.556441,90.041408,91.85419,92.947999,93.269085,93.358996,94.214191,94.318066,95.231556,95.909413,96.647063,98.630178,99.39863,100,100.3808329,100.5982972,101.6378646,102.8810509,103.4179164,103.7050904,103.8371798,103.9342943,104.0629881,103.8319669,103.5568589,102.6821178,102.4847647,102.3254404,101.6590318,101.10664,100.5867114,100.4106133,100.2309335,100.0106173,99.80501033,99.58774464,99.49597811,99.52921455,99.46679269,99.18518099,99.00195194,98.93646257,98.76206968,98.59289401,98.34830809,98.28491674,98.11715014,98.11401857,97.95883924,97.65008459,97.44778367,97.28328445,97.04985146,96.83921608,96.72113686,96.65021608,96.62708288,96.60577472,96.59167059
진주시,89.053148,89.12574,90.076146,90.740585,91.218597,91.912914,92.493192,93.902143,94.271409,95.102351,95.474428,96.666332,97.062586,98.537477,99.178772,100,100.8255733,101.7626812,102.401792,103.3159944,104.2040182,104.5043456,104.5661369,104.5070199,104.2336545,103.8825733,102.568492,101.411414,101.0394022,100.6363206,100.0358987,99.62637402,99.46116328,99.2693635,99.84976995,100.1498956,100.5221228,100.6849186,100.8743843,101.0131224,101.0892708,101.0917254,101.0039982,100.8709712,100.9621701,101.2493434,101.6046833,102.2168365,102.5215837,102.8012174,102.9411313,103.0852961,103.1097926,103.1723457,103.2724961,103.3464681,103.4630068,103.5862776,103.7248884,103.9192154,104.0858337
통영시,94.749302,95.308341,95.530761,95.760572,95.82834,96.116273,96.216624,96.698589,97.238812,97.524008,98.081052,98.710365,98.833928,99.139168,99.684501,100,100.064724,100.4601148,100.8552859,101.0448991,101.4347445,101.5560824,101.5789632,101.6188487,101.5931212,101.4706573,101.4218308,101.3063681,101.2155863,101.0941253,100.9298722,100.4757163,100.3515669,100.1786978,100.1531647,100.1251393,100.0934897,100.0074701,99.95256215,99.86192555,99.8257436,99.66662754,99.4056332,99.33198795,99.13996704,98.97703327,98.86482806,98.81082838,98.78589894,98.7446061,98.70312458,98.44272552,98.09298491,97.38115221,97.09992988,96.61947256,96.51332218,96.32522916,96.22733867,95.83045257,95.72030911
사천시,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.1674948,103.1958969,103.2432872,103.1138386,102.9946766,102.6686862,102.5670062,102.4367689,102.2685934,102.210115,102.1408525,102.1221497,102.1781262,102.0155589,101.8071499,101.7039676,101.6684134,101.4267884,101.268445,101.3118012,101.2567241,101.3343933,101.295713,101.2969555,101.547967,101.5476545,101.5699244,101.4954687,101.513531,101.5503771,101.4320174,101.2989336,100.960496,100.9084408,100.973412,100.932413
