지역,구분,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12,2025-01,2025-02,2025-03,2025-04,2025-05,2025-06,2025-07,2025-08,2025-09,2025-10
기타지방,매매거래지수,16.8735205,30.80762469,35.92612222,24.75135854,22.4864974,28.54228916,23.74707903,22.17840868,25.85608572,21.15854549,24.62100093,26.62212155,22.75859204,15.67017916,10.3909432,6.12276,8.044859,10.05944,11.102937,12.024441,11.423908,7.288465,3.674896,3.318564,3.154472,4.932665421,2.964330039,3.70853222,10.25988498,10.56832874,7.89317007,9.49081114,12.07033379,10.71906458,12.18425313,18.07137993,15.9764929,12.73109886,8.35477615,10.8138287,8.87302311,11.36779143,10.6887119,8.83116478,11.03812962,12.08246968,11.82394314,14.4157239,15.36736021,12.14542692,9.09978758,8.01162087,12.57872939,15.84745669,16.65813458,13.19102791,13.85125025,12.08753439,10.96221148,15.2913674,17.19978349
부산,활발함,2.757840917,11.58389588,2.28890388,0,0.217976828,0,0.620647966,1.339702685,1.865696645,1.036571464,1.690862651,1.272837769,0.520800408,0.579622183,0.31327356,0.286929,0,0.334879,0,0,0,0,0,0.194247,0,0,0,0.13405768,0.36297452,0,0.21036247,0.22661201,0.41996759,0,0.20310737,0,0.30066479,0.1793798,0,0,0,0,0.20498815,0,0.19075743,0.21506507,0.43800498,0.25442982,0.72643995,0.76171461,0.13288485,0.18098651,0,0.23433966,0.27360801,0,1.10954058,0.46803814,0.29564181,0.68972174,1.89582954
부산,보통,20.83381921,25.60128907,22.09721338,6.503530163,8.673206681,7.634846691,6.096145683,6.373017147,13.16571148,5.633288528,11.06453005,8.204927446,7.506361237,1.728235273,1.868372291,2.07139,2.151193,1.035978,1.817356,2.783734,0.584617,0.959561,1.127423,0.284471,0.591894,0.89676064,0.641617817,1.80048964,4.34969382,4.37741915,5.03506027,6.20053207,5.17661799,4.04499759,6.53503689,8.02273965,7.39960261,3.93634439,2.38207134,4.00028668,2.93960636,4.65645345,3.34294875,3.21281514,4.72432608,6.0143346,6.21521386,7.77208665,10.06190102,4.95031116,3.41037423,4.40175627,4.36162026,8.07045621,5.85639552,6.08686244,10.5329659,8.27996376,8.72423288,11.68186319,15.90347124
부산,한산함,76.40833987,62.81481506,75.61388274,93.49646984,91.10881649,92.36515331,93.28320635,92.28728017,84.96859187,93.33014001,87.2446073,90.52223478,91.97283836,97.69214254,97.81835415,97.64168,97.848807,98.629143,98.182644,97.216266,99.415383,99.040439,98.872577,99.521281,99.408106,99.10323936,99.35838218,98.06545269,95.28733167,95.62258085,94.75457726,93.57285593,94.40341443,95.95500241,93.26185574,91.97726035,92.2997326,95.88427581,97.61792866,95.99971332,97.06039364,95.34354655,96.4520631,96.78718486,95.08491649,93.77060034,93.34678116,91.97348354,89.21165903,94.28797423,96.45674093,95.41725722,95.63837974,91.69520413,93.86999648,93.91313756,88.35749352,91.2519981,90.98012531,87.62841508,82.20069922
부산,매매거래지수,26.34950105,48.76908082,26.67502114,6.503530163,9.109160337,7.634846691,7.337441614,9.052422518,16.89710477,7.706431457,14.44625535,10.75060298,8.547962053,2.887479638,2.494919412,2.645249,2.151193,1.705735,1.817356,2.783734,0.584617,0.959561,1.127423,0.672966,0.591894,0.89676064,0.641617817,2.06860499,5.07564285,4.37741915,5.4557852,6.65375608,6.01655316,4.04499759,6.94125164,8.02273965,8.00093219,4.295104,2.38207134,4.00028668,2.93960636,4.65645345,3.75292505,3.21281514,5.10584094,6.44446473,7.09122382,8.28094628,11.51478091,6.47374038,3.67614392,4.76372929,4.36162026,8.53913553,6.40361153,6.08686244,12.75204706,9.21604004,9.3155165,13.06130666,19.69513033
대구,활발함,3.152445563,6.463765842,3.133180829,0,1.06147648,0.898408141,0,0,0,0,0.506245352,0,0.506245352,0,0,0.390419,0,0,0,0,0,0,0.425994,0,0,0,0,0,0.24974149,0.2526324,0.31926713,1.01704845,0.24347411,0.16766037,0,1.51504589,0,0.34566609,0,0,0,0.89706616,0,0,0,0.33824982,0,0,0.16443655,0,0,0,0,0,0,0.64750342,0.26569743,0.632706,0,0.45461978,0.81575996
대구,보통,35.81723696,44.60843668,41.93737789,8.486935772,8.091892329,4.358881554,3.597655509,3.188520197,3.882361297,3.835895694,3.763622084,2.875589034,3.360418954,2.748118418,1.528652393,2.332773,1.473536,1.014749,2.778697,0.480671,1.075357,0,0,0,0,0,0.323700295,1.03896669,3.45081021,6.95594867,4.8449508,6.27307737,8.70913116,5.88715802,8.6864501,12.9026279,12.18614735,5.07841646,3.70507991,2.63398106,4.41159412,6.61756281,7.3932061,5.44365931,6.96147036,6.90008196,8.30212696,11.46864474,10.40353407,8.99574151,2.61435814,3.72893459,5.09679135,9.17599926,8.01365844,5.9366315,8.80561273,9.02405837,9.60213886,13.27256455,13.67378556
대구,한산함,61.03031748,48.92779747,54.92944128,91.51306423,90.84663119,94.74271031,96.40234449,96.8114798,96.1176387,96.16410431,95.73013256,97.12441097,96.13333569,97.25188158,98.47134761,97.276807,98.526464,98.985251,97.221303,99.519329,98.924643,100,99.574006,100,100,100,99.67629971,98.96103331,96.2994483,92.79141893,94.83578206,92.70987418,91.04739473,93.94518161,91.3135499,85.58232622,87.81385265,94.57591745,96.29492009,97.36601894,95.58840588,92.48537102,92.6067939,94.55634069,93.03852964,92.76166822,91.69787304,88.53135526,89.43202939,91.00425849,97.38564186,96.27106541,94.90320865,90.82400074,91.98634156,93.41586508,90.92868984,90.34323563,90.39786114,86.27281567,85.51045448
대구,매매거래지수,42.12212809,57.53596837,48.20373955,8.486935772,10.21484529,6.155697836,3.597655509,3.188520197,3.882361297,3.835895694,4.776112788,2.875589034,4.372909658,2.748118418,1.528652393,3.113612,1.473536,1.014749,2.778697,0.480671,1.075357,0,0.851989,0,0,0,0.323700295,1.03896669,3.95029319,7.46121347,5.48348507,8.30717427,9.19607938,6.22247876,8.6864501,15.93271967,12.18614735,5.76974864,3.70507991,2.63398106,4.41159412,8.41169514,7.3932061,5.44365931,6.96147036,7.57658161,8.30212696,11.46864474,10.73240716,8.99574151,2.61435814,3.72893459,5.09679135,9.17599926,8.01365844,7.23163834,9.33700759,10.28947037,9.60213886,14.18180411,15.30530548
인천,활발함,0,1.99292317,4.670325835,6.203674105,7.264159914,12.58246697,4.435900004,5.534794986,1.418862001,1.619240245,1.59501214,1.993299498,1.281382163,0,0,0,0,0,0,0,0,0,0.240363,0,0,0,0,0,1.2587015,0,0.4181808,0.29811354,0.21361997,0.64250549,0.47859943,1.1010069,0.2031485,0,0,0,0.34253452,0.20598438,0.36739074,0.29307576,1.21115848,1.89058201,1.21895718,0.96615494,0.30510734,0.24659208,0,0,0,0.20133897,0.669652,0.42189824,0.84516825,0.35177355,0.21083672,0.59996106,0
